Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196301,Water - Precipitation - unspecified (not reported),1963-01-15,1963-01-01,1963-01-31,,,,,,730,,Weizmann Institute of Sciences,168,12.1,11.7
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196302,Water - Precipitation - unspecified (not reported),1963-02-15,1963-02-01,1963-02-28,,,,,,1310,45,Weizmann Institute of Sciences,160,12.8,11.8
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196303,Water - Precipitation - unspecified (not reported),1963-03-15,1963-03-01,1963-03-31,,,,,,1980,100,Weizmann Institute of Sciences,67,11.7,9.2
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196304,Water - Precipitation - unspecified (not reported),1963-04-15,1963-04-01,1963-04-30,,,,,,,,,90,17.2,14.9
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196305,Water - Precipitation - unspecified (not reported),1963-05-15,1963-05-01,1963-05-31,,,,,,,,,211,20,18.6
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196306,Water - Precipitation - unspecified (not reported),1963-06-15,1963-06-01,1963-06-30,,,,,,,,,31,24.8,22.5
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196307,Water - Precipitation - unspecified (not reported),1963-07-15,1963-07-01,1963-07-31,,,,,,,,,10,27.6,27.6
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196308,Water - Precipitation - unspecified (not reported),1963-08-15,1963-08-01,1963-08-31,,,,,,,,,,28.5,26.8
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196309,Water - Precipitation - unspecified (not reported),1963-09-15,1963-09-01,1963-09-30,,,,,,,,,6,25.8,19.5
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196310,Water - Precipitation - unspecified (not reported),1963-10-15,1963-10-01,1963-10-31,,,,,,,,,11,21.6,16.7
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196311,Water - Precipitation - unspecified (not reported),1963-11-15,1963-11-01,1963-11-30,,,,,,,,,24,15.8,12.1
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196312,Water - Precipitation - unspecified (not reported),1963-12-15,1963-12-01,1963-12-31,,,,,,730,70,Weizmann Institute of Sciences,31,10.8,7.5
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196401,Water - Precipitation - unspecified (not reported),1964-01-15,1964-01-01,1964-01-31,,,,,,1680,50,Weizmann Institute of Sciences,10,5.9,4.8
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196402,Water - Precipitation - unspecified (not reported),1964-02-15,1964-02-01,1964-02-29,,,,,,,,,137,10.1,8.7
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196403,Water - Precipitation - unspecified (not reported),1964-03-15,1964-03-01,1964-03-31,,-5.43,Weizmann Institute of Sciences,-33,Weizmann Institute of Sciences,,,,94,14.6,11.4
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196404,Water - Precipitation - unspecified (not reported),1964-04-15,1964-04-01,1964-04-30,,,,,,1070,50,Weizmann Institute of Sciences,46,16.8,11.6
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196405,Water - Precipitation - unspecified (not reported),1964-05-15,1964-05-01,1964-05-31,,,,,,1980,50,Weizmann Institute of Sciences,40,20.2,16
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196406,Water - Precipitation - unspecified (not reported),1964-06-15,1964-06-01,1964-06-30,,,,,,1575,50,Weizmann Institute of Sciences,71,24.8,22.5
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196407,Water - Precipitation - unspecified (not reported),1964-07-15,1964-07-01,1964-07-31,,,,,,,,,,27.3,25.3
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196408,Water - Precipitation - unspecified (not reported),1964-08-15,1964-08-01,1964-08-31,,,,,,,,,,27.7,23
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196409,Water - Precipitation - unspecified (not reported),1964-09-15,1964-09-01,1964-09-30,,,,,,335,30,Weizmann Institute of Sciences,2,24.6,18.5
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196410,Water - Precipitation - unspecified (not reported),1964-10-15,1964-10-01,1964-10-31,,,,,,,,,,21.4,12.7
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196411,Water - Precipitation - unspecified (not reported),1964-11-15,1964-11-01,1964-11-30,,,,,,350,20,Weizmann Institute of Sciences,91,15.4,10.4
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196412,Water - Precipitation - unspecified (not reported),1964-12-15,1964-12-01,1964-12-31,,,,,,470,20,Weizmann Institute of Sciences,39,11.7,8.7
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196501,Water - Precipitation - unspecified (not reported),1965-01-15,1965-01-01,1965-01-31,,-5.41,Weizmann Institute of Sciences,-28.1,Weizmann Institute of Sciences,336,18,Weizmann Institute of Sciences,63,10,7.3
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196502,Water - Precipitation - unspecified (not reported),1965-02-15,1965-02-01,1965-02-28,,,,,,444,15,Weizmann Institute of Sciences,149,10,8.9
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196503,Water - Precipitation - unspecified (not reported),1965-03-15,1965-03-01,1965-03-31,,-6.87,Weizmann Institute of Sciences,-31.6,Weizmann Institute of Sciences,783,24,Weizmann Institute of Sciences,111,14.4,10.8
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196504,Water - Precipitation - unspecified (not reported),1965-04-15,1965-04-01,1965-04-30,,,,,,590,17,Weizmann Institute of Sciences,70,16.5,13.1
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196505,Water - Precipitation - unspecified (not reported),1965-05-15,1965-05-01,1965-05-31,,,,,,1077,25,Weizmann Institute of Sciences,22,20.9,16
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196506,Water - Precipitation - unspecified (not reported),1965-06-15,1965-06-01,1965-06-30,,,,,,1082,20,Weizmann Institute of Sciences,28,26.2,21
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196507,Water - Precipitation - unspecified (not reported),1965-07-15,1965-07-01,1965-07-31,,,,,,,,,,27.7,25.2
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196508,Water - Precipitation - unspecified (not reported),1965-08-15,1965-08-01,1965-08-31,,,,,,170,20,Weizmann Institute of Sciences,5,27.8,25.7
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196509,Water - Precipitation - unspecified (not reported),1965-09-15,1965-09-01,1965-09-30,,,,,,,,,,25.7,21.1
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196510,Water - Precipitation - unspecified (not reported),1965-10-15,1965-10-01,1965-10-31,,,,,,270,17,Weizmann Institute of Sciences,18,18.5,11.4
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196511,Water - Precipitation - unspecified (not reported),1965-11-15,1965-11-01,1965-11-30,,,,,,175,18,Weizmann Institute of Sciences,20,14.9,10.3
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196512,Water - Precipitation - unspecified (not reported),1965-12-15,1965-12-01,1965-12-31,,,,,,,,,180,11.7,9.3
GNIP,GNIP/M/TR/01,ADANA,TR,1735000,36.98,35.3,73,Precipitation collectors - unknown,"[Partner: Turkish State Meteorological Service, Ankara]",196601,Water - Precipitation - unspecified (not reported),1966-01-15,1966-01-01,1966-01-31,,,,,,120,10,Weizmann Institute of Sciences,299,11.6,10.5
